Приорбанк Открытое акционерное общество, БИК PJCBBY2X;27.05.2025 16:23:08;
ВЫПИСКА ПО СЧЕТУ BY77PJCB15079786863381112130 С 01.01.2023 ПО 31.12.2023;
Исполнитель**************** 4044;
Дата пред. опер.*********** 30.12.2022;
Счет клиента*************** BY77PJCB75156477590051045225 EUR Пассивный;
Наименование счета********* АЛЬФА СИСТЕМС;

Дата док.;N док.;Код опер;Корреспондент.Код;Корреспондент.Счет;Корреспондент.Название;Номинал.Дебет;Номинал.Кредит;Эквивалент.Дебет;Эквивалент.Кредит;Назначение;
02.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;38,03;0,00;Переоценка ;
03.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;65,08;Переоценка ;
04.08.2023;282;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;500,00;0,00;1 687,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
04.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;47,94;Переоценка ;
07.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;75,81;Переоценка ;
08.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;106,96;Переоценка ;
09.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;4,79;0,00;Переоценка ;
10.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;70,58;Переоценка ;
11.08.2023;283;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 508,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;40,30;Переоценка ;
14.08.2023;284;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;900,00;0,00;3 164,67;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
14.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;9,55;Переоценка ;
15.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;16,43;Переоценка ;
16.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;25,79;0,00;Переоценка ;
17.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1,56;Переоценка ;
18.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;18,29;0,00;Переоценка ;
18.08.2023;823;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;94 335,00;0,00;322 870,97;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/SOLADESTXXX;
21.08.2023;289;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;600,00;0,00;2 040,54;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;2 053,11;0,00;Переоценка ;
21.08.2023;288;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 202,70;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.08.2023;287;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;6 000,00;0,00;20 405,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.08.2023;286;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;85 000,00;0,00;289 076,50;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
22.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;0,43;Переоценка ;
23.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;0,03;Переоценка ;
23.08.2023;1DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;2 000,00;0,00;6 871,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
24.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;33,22;0,00;Переоценка ;
25.08.2023;290;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 858,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;20,34;Переоценка ;
28.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,09;0,00;Переоценка ;
29.08.2023;292;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;13 000,00;0,00;44 868,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
29.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;0,39;Переоценка ;
29.08.2023;7DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;16 000,00;0,00;55 222,40;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
30.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;14,16;Переоценка ;
31.08.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;129,88;Переоценка ;
01.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;36,46;Переоценка ;
04.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;31,04;0,00;Переоценка ;
05.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;32,54;0,00;Переоценка ;
06.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;27,12;Переоценка ;
07.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;16,87;Переоценка ;
08.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;36,17;Переоценка ;
11.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;25,02;0,00;Переоценка ;
12.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;53,63;0,00;Переоценка ;
13.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;115,12;0,00;Переоценка ;
14.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;96,73;Переоценка ;
15.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;17,18;Переоценка ;
18.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;39,17;0,00;Переоценка ;
19.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;25,61;Переоценка ;
19.09.2023;3DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;14 000,00;0,00;48 801,20;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
20.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;83,37;0,00;Переоценка ;
20.09.2023;293;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;9 000,00;0,00;31 328,10;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;70,52;Переоценка ;
22.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,01;0,00;Переоценка ;
22.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;133,02;0,00;Переоценка ;
22.09.2023;294;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;88 000,00;0,00;305 632,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
22.09.2023;200;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;105 450,00;0,00;366 238,40;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23;
25.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;165,51;0,00;Переоценка ;
26.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;101,86;Переоценка ;
27.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;303,02;0,00;Переоценка ;
28.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;155,33;0,00;Переоценка ;
29.09.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;305,56;Переоценка ;
02.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;565,29;Переоценка ;
03.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;129,86;0,00;Переоценка ;
04.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;308,11;Переоценка ;
05.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;114,58;Переоценка ;
06.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;216,44;Переоценка ;
09.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 010,90;Переоценка ;
10.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;165,51;0,00;Переоценка ;
11.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;305,56;Переоценка ;
12.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;20,37;Переоценка ;
13.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 507,44;0,00;Переоценка ;
16.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;616,21;0,00;Переоценка ;
17.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;43,29;Переоценка ;
18.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;168,06;Переоценка ;
19.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;5,09;Переоценка ;
19.10.2023;0DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;110 000,00;0,00;382 569,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
20.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 219,17;0,00;Переоценка ;
20.10.2023;295;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;96 000,00;0,00;333 014,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;509,08;0,00;Переоценка ;
24.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 329,92;0,00;Переоценка ;
25.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;662,98;0,00;Переоценка ;
25.10.2023;296;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;500,00;0,00;1 702,75;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 402,69;0,00;Переоценка ;
27.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;120,79;Переоценка ;
30.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;300,02;Переоценка ;
31.10.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;85,72;Переоценка ;
01.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 640,36;0,00;Переоценка ;
01.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 122,14;Переоценка ;
02.11.2023;297;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 500,00;0,00;5 062,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
02.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;218,20;Переоценка ;
03.11.2023;298;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;11 000,00;0,00;37 404,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
03.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;959,06;Переоценка ;
08.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;158,78;Переоценка ;
09.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;362,54;0,00;Переоценка ;
10.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;66,16;0,00;Переоценка ;
11.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;23,81;Переоценка ;
13.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;105,86;Переоценка ;
14.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;97,91;Переоценка ;
15.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;285,80;0,00;Переоценка ;
16.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;95,27;0,00;Переоценка ;
17.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;457,82;0,00;Переоценка ;
17.11.2023;3DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;31 000,00;0,00;104 380,10;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
20.11.2023;299;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;11 000,00;0,00;37 054,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;86,20;Переоценка ;
20.11.2023;900;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;55 440,00;0,00;186 755,18;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23;
21.11.2023;300;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;79 000,00;0,00;267 122,70;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 294,17;Переоценка ;
22.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;590,90;0,00;Переоценка ;
22.11.2023;301;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 711,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.11.2023;303;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 068,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.11.2023;302;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;11 746,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;10,45;Переоценка ;
24.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;122,43;Переоценка ;
27.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;201,64;Переоценка ;
28.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;233,34;Переоценка ;
29.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;57,61;Переоценка ;
30.11.2023;304;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 835,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
30.11.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;272,23;Переоценка ;
01.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;236,91;0,00;Переоценка ;
04.12.2023;305;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 300,00;0,00;4 446,52;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
04.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;271,64;Переоценка ;
05.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;229,84;Переоценка ;
06.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;118,81;Переоценка ;
07.12.2023;306;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;5 000,00;0,00;17 386,50;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
07.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;283,13;Переоценка ;
08.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;39,67;0,00;Переоценка ;
11.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;100,10;0,00;Переоценка ;
12.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;102,53;0,00;Переоценка ;
13.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;73,24;0,00;Переоценка ;
14.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;67,14;0,00;Переоценка ;
15.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;151,36;Переоценка ;
18.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;135,50;Переоценка ;
19.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;40,28;Переоценка ;
20.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;12,21;0,00;Переоценка ;
20.12.2023;307;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;36 000,00;0,00;124 783,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.12.2023;000;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;30 000,00;0,00;103 986,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 /ROC/SR23IB16716544DS///URI/for software development under contract Bi.23-04EUR;
21.12.2023;308;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;60 000,00;0,00;208 686,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1,24;Переоценка ;
21.12.2023;100;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;89 345,00;0,00;310 750,84;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23;
22.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;515,35;Переоценка ;
26.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;880,50;Переоценка ;
27.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;150,18;0,00;Переоценка ;
27.12.2023;309;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;51 000,00;0,00;179 540,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
27.12.2023;000;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;29 900,00;0,00;105 259,96;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23;
28.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;96,00;Переоценка ;
29.12.2023;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;36,74;Переоценка ;
Обороты ;;;EUR;;;834 900,00;704 187,51;2 882 948,30;2 507 024,83;
Исходящее сальдо ;;;EUR;3.5363/1.00;;0,00;8 348,42;0,00;29 522,52;

Запрос обработан
