Приорбанк Открытое акционерное общество, БИК PJCBBY2X;27.05.2025 16:24:15;
ВЫПИСКА ПО СЧЕТУ BY77PJCB15079786863381112130 С 01.01.2024 ПО 31.12.2024;
Исполнитель**************** 4044;
Дата пред. опер.*********** 29.12.2023;
Счет клиента*************** BY77PJCB75156477590051045225 EUR Пассивный;
Наименование счета********* АЛЬФА СИСТЕМС;

Дата док.;N док.;Код опер;Корреспондент.Код;Корреспондент.Счет;Корреспондент.Название;Номинал.Дебет;Номинал.Кредит;Эквивалент.Дебет;Эквивалент.Кредит;Назначение;
10.06.2024;337;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 401,30;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
10.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;17,28;Переоценка ;
10.06.2024;4DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;5 000,00;0,00;17 335,50;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
11.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;192,31;0,00;Переоценка ;
11.06.2024;338;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 423,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
12.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;6,46;Переоценка ;
13.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;11,90;Переоценка ;
14.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;85,36;Переоценка ;
17.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;118,35;0,00;Переоценка ;
18.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;28,23;Переоценка ;
19.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;42,17;0,00;Переоценка ;
20.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;73,12;0,00;Переоценка ;
20.06.2024;339;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 400,00;0,00;11 537,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.06.2024;3DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;10 000,00;0,00;33 935,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
21.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;108,01;Переоценка ;
24.06.2024;340;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 899,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
24.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;453,04;Переоценка ;
25.06.2024;341;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;19 000,00;0,00;65 542,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.06.2024;8DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;11 000,00;0,00;37 945,60;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
26.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,01;0,00;Переоценка ;
26.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,02;0,00;Переоценка ;
26.06.2024;342;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;55 000,00;0,00;188 573,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.06.2024;624;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;44 925,00;0,00;154 029,86;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
26.06.2024;624;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;44 925,00;0,00;154 029,86;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
27.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;282,29;0,00;Переоценка ;
28.06.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 338,27;0,00;Переоценка ;
01.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;278,80;Переоценка ;
02.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 299,94;Переоценка ;
04.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;348,51;Переоценка ;
05.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 045,52;Переоценка ;
08.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;477,46;Переоценка ;
09.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;48,79;0,00;Переоценка ;
10.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;365,94;0,00;Переоценка ;
10.07.2024;343;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 469,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;108,32;0,00;Переоценка ;
12.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;467,14;Переоценка ;
15.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;71,09;Переоценка ;
16.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;192,95;Переоценка ;
17.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;81,24;0,00;Переоценка ;
18.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;33,85;Переоценка ;
19.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;467,14;0,00;Переоценка ;
19.07.2024;344;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;9 000,00;0,00;31 251,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
22.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;566,60;0,00;Переоценка ;
23.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;367,79;0,00;Переоценка ;
23.07.2024;724;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;104 850,00;0,00;360 138,78;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
24.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;2 217,89;0,00;Переоценка ;
25.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;3 320,34;0,00;Переоценка ;
25.07.2024;345;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;76 000,00;0,00;257 799,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,01;0,00;Переоценка ;
26.07.2024;7590;6;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2,72;0,00;9,18;0,00;"Перевод с продажей по базовому курсу 3.3626/1. Плата за Зачисление страховых выплат,дивидендов,аренды,займов,других выплат и перечислений на счета ФЛ от ЮЛ/ИП на карт-счета в нац.валюте ОДО ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ""БИКОНСАЛТ"" согласно";
26.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;832,36;0,00;Переоценка ;
29.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;225,54;Переоценка ;
30.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;794,73;Переоценка ;
31.07.2024;348;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 397,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
31.07.2024;346;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 191,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
31.07.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;75,18;Переоценка ;
01.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;462,20;0,00;Переоценка ;
02.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;889,59;0,00;Переоценка ;
05.08.2024;349;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;6 000,00;0,00;20 276,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
05.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;477,10;Переоценка ;
06.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;96,13;Переоценка ;
07.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;332,10;0,00;Переоценка ;
08.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;402,02;Переоценка ;
09.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;450,09;Переоценка ;
12.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;790,94;Переоценка ;
13.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 154,31;Переоценка ;
14.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 744,24;Переоценка ;
15.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;624,89;Переоценка ;
16.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;3 041,39;0,00;Переоценка ;
19.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;214,12;0,00;Переоценка ;
19.08.2024;350;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 463,50;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.08.2024;351;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;10 000,00;0,00;34 838,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;866,77;Переоценка ;
21.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;804,37;Переоценка ;
21.08.2024;824;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;80 000,00;0,00;280 672,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
22.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;3 347,14;Переоценка ;
22.08.2024;6DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;40 000,00;0,00;141 524,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
23.08.2024;352;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;80 000,00;0,00;284 080,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 969,80;Переоценка ;
26.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;552,50;0,00;Переоценка ;
27.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 166,40;Переоценка ;
28.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;443,46;Переоценка ;
29.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 599,36;0,00;Переоценка ;
30.08.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 911,96;0,00;Переоценка ;
02.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 250,41;0,00;Переоценка ;
03.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;239,90;0,00;Переоценка ;
04.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 773,83;0,00;Переоценка ;
04.09.2024;353;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 500,00;0,00;12 201,35;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
05.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;89,95;Переоценка ;
06.09.2024;354;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 500,00;0,00;8 779,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
06.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 674,60;Переоценка ;
09.09.2024;355;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;10 000,00;0,00;35 259,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
09.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;953,78;Переоценка ;
10.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 485,49;0,00;Переоценка ;
10.09.2024;356;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;6 999,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;705,61;Переоценка ;
12.09.2024;357;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;500,00;0,00;1 766,05;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
12.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 066,61;Переоценка ;
13.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 035,18;0,00;Переоценка ;
16.09.2024;358;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 598,40;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
16.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 073,12;Переоценка ;
17.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;870,37;Переоценка ;
18.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;670,69;Переоценка ;
19.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;15,36;Переоценка ;
20.09.2024;359;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;7 000,00;0,00;25 136,30;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 418,19;Переоценка ;
23.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;110,50;0,00;Переоценка ;
23.09.2024;1DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;55 000,00;0,00;197 362,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
24.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 130,86;0,00;Переоценка ;
24.09.2024;924;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;40 000,00;0,00;143 080,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
25.09.2024;360;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;72 000,00;0,00;258 372,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 600,78;Переоценка ;
26.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;430,07;Переоценка ;
27.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 223,01;0,00;Переоценка ;
30.09.2024;553;6;EUR;BY77 PJCB7282 6035345518489613;КАСКАД ИНЖИНИРИНГ;0,00;0,01;0,00;0,04;Уплата процентов по остаткам на счете N  BY80PJCB30120097991030000978 за период с 01.09.2024 по 30.09.2024 согласно договора на РКО N 9799 от 22.04.2014 Без НДС. ;
30.09.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;517,43;Переоценка ;
01.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;974,37;Переоценка ;
02.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 894,99;0,00;Переоценка ;
03.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 022,66;Переоценка ;
04.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;147,84;Переоценка ;
07.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 095,33;0,00;Переоценка ;
08.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;94,08;0,00;Переоценка ;
09.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 693,40;Переоценка ;
10.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;114,24;0,00;Переоценка ;
10.10.2024;362;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 608,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
10.10.2024;361;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 608,80;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.10.2024;363;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;3 000,00;0,00;10 828,50;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;45,64;Переоценка ;
14.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 156,89;0,00;Переоценка ;
15.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;286,11;Переоценка ;
16.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;155,49;0,00;Переоценка ;
17.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;802,35;Переоценка ;
18.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;615,76;0,00;Переоценка ;
18.10.2024;364;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;11 000,00;0,00;39 556,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 218,51;0,00;Переоценка ;
21.10.2024;365;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 500,00;0,00;8 930,50;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
22.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;243,49;0,00;Переоценка ;
23.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;262,97;0,00;Переоценка ;
23.10.2024;366;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;500,00;0,00;1 780,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
24.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;294,01;0,00;Переоценка ;
24.10.2024;5DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;25 000,00;0,00;88 892,50;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
24.10.2024;024;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;90 000,00;0,00;320 013,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
25.10.2024;367;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;82 000,00;0,00;292 125,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
25.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 109,75;Переоценка ;
28.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;430,35;Переоценка ;
29.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;608,98;Переоценка ;
30.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;690,19;Переоценка ;
